"Trenner";"Person";"Funktion";"vorOrt";"Rolle";"Link"
"@1";"Moderation";"Hauptmoderator der Sendung";"Ja";"Moderator";"https://www.srf.ch/sendungen/arena/ecopop-zuwanderung-noch-staerker-begrenzen"
"@2";"Off-Stimme";"Stimme zu Einspielern/Beiträgen etc.";"-";"-";"-"
"@3";"Anderes";"Nicht gesprochene Annotationen";"-";"-";"-"
"@4";"Elisabeth Schneider-Schneiter";"Nationalrätin CVP/BL";"Ja";"Diskutant";"+2"
"@5";"Bastien Girod";"Nationalrat Grüne/ZH";"Ja";"Diskutant";"+1"
"@6";"Thomas Minder";"Ständerat parteilos/SH";"Ja";"Diskutant";"-2"
"@7";"Andreas Thommen";"Initiativkomitee Ecopop";"Ja";"Diskutant";"-1"
"@8";"Hans Stöckli";"Ständerat SP/BE";"Ja";"Zuschauer";"aussen"
"@9";"Thomas Aeschi";"Nationalrat SVP/ZG";"Ja";"Zuschauer";"aussen"
"@10";"Daniel Stolz";"Nationalrat FDP Liberale/BS";"Ja";"Zuschauer";"aussen"
"@11";"Rudolf Minsch";"Economiesuisse";"Ja";"Zuschauer";"aussen"
"@12";"Urs P. Gasche";"Journalist";"Ja";"Zuschauer";"aussen"
"@13";"Roland Fischer";"Nationalrat GLP/LU";"Ja";"Zuschauer";"aussen"
"@14";"Jon Domenic Parolini";"Präsident BDP/GR";"Ja";"Zuschauer";"aussen"
