"Trenner";"Person";"Funktion";"vorOrt";"Rolle";"Link"
"@1";"Moderation";"Hauptmoderator der Sendung";"Ja";"Moderator";"https://www.srf.ch/sendungen/arena/wahl-arena-eu-migration"
"@2";"Off-Stimme";"Stimme zu Einspielern/Beiträgen etc.";"-";"-";"-"
"@3";"Anderes";"Nicht gesprochene Annotationen";"-";"-";"-"
"@4";"Martin Landolt";"Präsident BDP";"Ja";"Diskutant";"aussen"
"@5";"Maja Ingold";"Nationalrätin EVP/ZH";"Ja";"Diskutant";"aussen"
"@6";"Balthasar Glättli";"Fraktionschef Grüne";"Ja";"Diskutant";"aussen"
"@7";"Doris Fiala";"Nationalrätin FDP Liberale/ZH";"Ja";"Diskutant";"-1"
"@8";"Adrian Amstutz";"Nationalrat SVP/BE";"Ja";"Diskutant";"-2"
"@9";"Martin Naef";"Nationalrat SP/ZH";"Ja";"Diskutant";"+2"
"@10";"Gerhard Pfister";"Nationalrat CVP/ZG";"Ja";"Diskutant";"+1"
"@11";"Marcel Anderwert";"Redaktor Tagesschau";"Ja";"Experte";"aussen"
"@12";"Silvia Cornell";"Zuschauerin";"Ja";"Zuschauer";"aussen"
"@13";"Jonas Kubioka";"Zuschauer";"Ja";"Zuschauer";"aussen"
"@14";"Urs Benzinger";"Zuschauer";"Ja";"Zuschauer";"aussen"
