"Trenner";"Person";"Funktion";"vorOrt";"Rolle";"Link"
"@1";"Moderation";"Hauptmoderator der Sendung";"Ja";"Moderator";"https://www.srf.ch/sendungen/arena/spinnen-die-schweizer"
"@2";"Off-Stimme";"Stimme zu Einspielern/Beiträgen etc.";"-";"-";"-"
"@3";"Anderes";"Nicht gesprochene Annotationen";"-";"-";"-"
"@4";"Thomas Borer";"ex-Botschafter";"Ja";"Diskutant";"-2"
"@5";"Oskar Freysinger";"Staatsrat SVP/VS";"Ja";"Diskutant";"-1"
"@6";"Adolf Muschg";"Schriftsteller";"Ja";"Diskutant";"+2"
"@7";"Ralf Stegner";"vize-Parteivorsitzender SPD";"Ja";"Diskutant";"+1"
"@8";"Petra Gössi";"Nationalrätin FDP Liberale/SZ";"Ja";"Zuschauer";"aussen"
"@9";"Martin Naef";"Nationalrat SP/ZH";"Ja";"Zuschauer";"aussen"
"@10";"Frank Bodin";"Werber";"Ja";"Zuschauer";"aussen"
"@11";"Guglielmo Brentel";"Präsident Hotelleriesuisse";"Ja";"Zuschauer";"aussen"
"@12";"Martin Bäumle";"Nationalrat GLP/ZH";"Ja";"Zuschauer";"aussen"
"@13";"Markus Lehmann";"Nationalrat CVP/BS";"Ja";"Zuschauer";"aussen"
