"Trenner";"Person";"Funktion";"vorOrt";"Rolle";"Link"
"@1";"Moderation";"Hauptmoderator der Sendung";"Ja";"Moderator";"https://www.srf.ch/sendungen/arena/blochers-kampfansage"
"@2";"Off-Stimme";"Stimme zu Einspielern/Beiträgen etc.";"-";"-";"-"
"@3";"Anderes";"Nicht gesprochene Annotationen";"-";"-";"-"
"@4";"Christoph Blocher";"Vize-Präsident SVP";"Ja";"Diskutant";"-1"
"@5";"Philipp Müller";"Parteipräsident FDP Liberale";"Ja";"Diskutant";"+1"
"@6";"Martin Naef";"Nationalrat SP/ZH";"Ja";"Diskutant";"+2"
"@7";"Hans Grunder";"Nationalrat BDP/BE";"Ja";"Zuschauer";"aussen"
"@8";"Lukas Reimann";"Nationalrat SVP/SG";"Ja";"Zuschauer";"aussen"
"@9";"Kathy Riklin";"Nationalrätin CVP/ZH";"Ja";"Zuschauer";"aussen"
"@10";"Tiana Angelina Moser";"Fraktionschefin GLP";"Ja";"Zuschauer";"aussen"
"@11";"Astrid Epiney";"Professorin für Europa- und Völkerrecht";"Ja";"Experte";"aussen"
