"Trenner";"Person";"Funktion";"vorOrt";"Rolle";"Link"
"@1";"Moderation";"Hauptmoderator der Sendung";"Ja";"Moderator";"https://www.srf.ch/sendungen/arena/arena-vor-ort-nach-dem-ja-jetzt-redet-das-volk-2"
"@2";"Off-Stimme";"Stimme zu Einspielern/Beiträgen etc.";"-";"-";"-"
"@3";"Anderes";"Nicht gesprochene Annotationen";"-";"-";"-"
"@4";"Cédric Wermuth";"Nationalrat SP/AG";"Ja";"Diskutant";"+1"
"@5";"Christoph Blocher";"Nationalrat SVP/ZH";"Ja";"Diskutant";"-1"
"@6";"Natalie Rickli";"Nationalrätin SVP/ZH";"Ja";"Diskutant";"-2"
"@7";"Thierry Carrel";"Herzchirurg";"Ja";"Diskutant";"+2"
"@8";"Judith Bertschi";"Lehrerin";"Ja";"Zuschauer";"aussen"
"@9";"Patrick Oberli";"Polymechaniker";"Ja";"Zuschauer";"aussen"
"@10";"Ruza Studer";"Hausfrau";"Ja";"Zuschauer";"aussen"
"@11";"Torsten Maywald";"Angestellter";"Ja";"Zuschauer";"aussen"
"@12";"Marco Höfle";"Elektroingenieur";"Ja";"Zuschauer";"aussen"
"@13";"Roland A. Müller";"Direktor Arbeitgeberverband";"Ja";"Experte";"aussen"
"@14";"Daniel Lampart";"Chefökonom Gewerkschaftsbund SGB";"Ja";"Experte";"aussen"
"@15";"Patrick Plattner";"Journalist";"Ja";"Zuschauer";"aussen"
"@16";"Franz Burri";"Rentner";"Ja";"Zuschauer";"aussen"
"@17";"Eduard Buchmann";"Informatiker";"Ja";"Zuschauer";"aussen"
"@18";"Franz Hostettler";"Unternehmer";"Ja";"Zuschauer";"aussen"
"@19";"Mirjam Zürcher";"Verkäuferin";"Ja";"Zuschauer";"aussen"
"@20";"Max A. Baumann";"Wissenschaftler";"Ja";"Zuschauer";"aussen"
"@21";"Markus Braun";"Leiter International Business der ZHAW";"Ja";"Zuschauer";"aussen"
