"Trenner";"Person";"Funktion";"vorOrt";"Rolle";"Link"
"@1";"Moderation";"Hauptmoderator der Sendung";"Ja";"Moderator";"https://www.srf.ch/sendungen/arena/abstimmungs-arena-fair-food-initiative"
"@2";"Off-Stimme";"Stimme zu Einspielern/Beiträgen etc.";"-";"-";"-"
"@3";"Anderes";"Nicht gesprochene Annotationen";"-";"-";"-"
"@4";"Alain Berset";"Bundesrat";"Ja";"Diskutant";"-"
"@5";"Hans-Ulrich Huber";"Geschäftsführer Schweizer Tierschutz";"Ja";"Diskutant";"-"
"@6";"Maya Graf";"Nationalrätin SP/BL";"Ja";"Diskutant";"-"
"@7";"Martina Munz";"Nationalrätin SP/SH";"Ja";"Diskutant";"-"
"@8";"Christian Schönbächler";"Präsident Junglandwirte";"Ja";"Diskutant";"-"
"@9";"Regine Sauter";"Nationalrätin FDP/ZH";"Ja";"Diskutant";"-"
"@10";"Marcel Dettling";"Nationalrat SVP/SZ";"Ja";"Diskutant";"-"
"@11";"Babette Sigg Frank";"Präsidentin Konsumentenforum";"Ja";"Diskutant";"-"
