"Trenner";"Person";"Funktion";"vorOrt";"Rolle";"Link"
"@1";"Moderation";"Hauptmoderator der Sendung";"Ja";"Moderator";"https://www.srf.ch/sendungen/arena/abstimmungs-arena-referendum-nachrichtendienstgesetz"
"@2";"Off-Stimme";"Stimme zu Einspielern/Beiträgen etc.";"-";"-";"-"
"@3";"Anderes";"Nicht gesprochene Annotationen";"-";"-";"-"
"@4";"Guy Parmelin";"Bundesrat";"Ja";"Diskutant";"-"
"@5";"Tamara Funiciello";"JUSO-Präsidentin";"Ja";"Diskutant";"-"
"@6";"Balthasar Glättli";"Nationalrat Grüne/ZH";"Ja";"Diskutant";"-"
"@7";"Ida Glanzmann-Hunkeler";"Nationalrätin CVP/LU";"Ja";"Diskutant";"-"
"@8";"Rosmarie Quadranti";"Nationalrätin BDP/ZH";"Ja";"Zuschauer";"-"
"@9";"Patrick Walder";"Amnesty International";"Ja";"Zuschauer";"-"
"@10";"Markus Seiler";"Direktor Nachrichtendienst";"Ja";"Experte";"-"
"@11";"Markus Schefer";"Professor für Staatsrecht";"Ja";"Experte";"-"
