"Trenner";"Person";"Funktion";"vorOrt";"Rolle";"Link"
"@1";"Moderation";"Hauptmoderator der Sendung";"Ja";"Moderator";"https://www.srf.ch/sendungen/arena/abstimmungs-arena-initiative-gegen-heiratsstrafe"
"@2";"Off-Stimme";"Stimme zu Einspielern/Beiträgen etc.";"-";"-";"-"
"@3";"Anderes";"Nicht gesprochene Annotationen";"-";"-";"-"
"@4";"Ueli Maurer";"Bundesrat";"Ja";"Diskutant";"-"
"@5";"Gerhard Pfister";"Nationalrat CVP/ZG";"Ja";"Diskutant";"-"
"@6";"Beat Jans";"Nationalrat SP/BS";"Ja";"Diskutant";"-"
"@7";"Verena Herzog";"Nationalrätin SVP/TG";"Ja";"Diskutant";"-"
"@8";"Adrian Hug";"Direktor Eidgenössische Steuerverwaltung";"Ja";"Experte";"-"
"@9";"Peter Hegglin";"Regierungsrat CVP/ZG";"Ja";"Experte";"-"
"@10";"Peter Schilliger";"Nationalrat FDP/LU";"Ja";"Andere";"-"
"@11";"Heiner Studer";"ex-Nationalrat EVP/AG";"Ja";"Andere";"-"
"@12";"Bastian Baumann";"Geschäftsführer Pink Cross";"Ja";"Andere";"-"
"@13";"Christian Haslebacher";"Evangelische Allianz";"Ja";"Andere";"-"
