"Trenner";"Person";"Funktion";"vorOrt";"Rolle";"Link"
"@1";"Moderation";"Hauptmoderator der Sendung";"Ja";"Moderator";"https://www.srf.ch/sendungen/arena/abstimmungs-arena-initiative-gegen-nahrungsmittelspekulation"
"@2";"Off-Stimme";"Stimme zu Einspielern/Beiträgen etc.";"-";"-";"-"
"@3";"Anderes";"Nicht gesprochene Annotationen";"-";"-";"-"
"@4";"Johann Schneider-Ammann";"Bundespräsident";"Ja";"Diskutant";"-"
"@5";"Fabian Molina";"Präsident JUSO";"Ja";"Diskutant";"-"
"@6";"Stefan Müller-Altermatt";"Nationalrat CVP/SO";"Ja";"Diskutant";"-"
"@7";"Caroline Morel";"Geschäftsleiterin Swissaid";"Ja";"Diskutant";"-"
"@8";"Martin Fasser";"Präsident Rohstoffbranche-Vereinigung Zug";"Ja";"Experte";"-"
"@9";"Heiner Flassbeck";"Ökonom";"Ja";"Experte";"-"
"@10";"Erich Von Siebenthal";"Nationalrat SVP/BE";"Nein";"Andere";"-"
