"Trenner";"Person";"Funktion";"vorOrt";"Rolle";"Link"
"@1";"Moderation";"Hauptmoderator der Sendung";"Ja";"Moderator";"https://www.srf.ch/sendungen/arena/das-wirtschafts-beben-der-euro-mindestkurs-ist-aufgehoben"
"@2";"Off-Stimme";"Stimme zu Einspielern/Beiträgen etc.";"-";"-";"-"
"@3";"Anderes";"Nicht gesprochene Annotationen";"-";"-";"-"
"@4";"Ruedi Noser";"Nationalrat FDP Liberale/ZH";"Ja";"Diskutant";"+1"
"@5";"Oswald Grübel";"ex-CEO UBS";"Ja";"Diskutant";"-2"
"@6";"Daniel Lampart";"Chefökonom Gewerkschaftsbund";"Ja";"Diskutant";"+2"
"@7";"Pirmin Bischof";"Ständerat CVP/SO";"Ja";"Diskutant";"-1"
"@8";"Roland Fischer";"Nationalrat GLP/LU";"Ja";"Zuschauer";"aussen"
"@9";"Thomas Aeschi";"Nationalrat SVP/ZG";"Ja";"Zuschauer";"aussen"
"@10";"Louis Schelbert";"Nationalrat Grüne/LU";"Ja";"Zuschauer";"aussen"
"@11";"Barbara Gysi";"Vize-Präsidentin SP";"Ja";"Zuschauer";"aussen"
"@12";"Rolf Sonderegger";"Firmenchef Kistler Gruppe";"Ja";"Zuschauer";"aussen"
"@13";"Barbara Gisi";"Direktorin Schweizer Tourismusverband STV";"Ja";"Zuschauer";"aussen"
