"Trenner";"Person";"Funktion";"vorOrt";"Rolle";"Link"
"@1";"Moderation";"Hauptmoderator der Sendung";"Ja";"Moderator";"https://www.srf.ch/sendungen/arena/das-ja-und-nun"
"@2";"Off-Stimme";"Stimme zu Einspielern/Beiträgen etc.";"-";"-";"-"
"@3";"Anderes";"Nicht gesprochene Annotationen";"-";"-";"-"
"@4";"Toni Brunner";"Präsident SVP";"Ja";"Diskutant";"-2"
"@5";"Christophe Darbellay";"Präsident CVP";"Ja";"Diskutant";"+1"
"@6";"Christian Levrat";"Präsident SP";"Ja";"Diskutant";"+2"
"@7";"Philipp Müller";"Präsident FDP Liberale";"Ja";"Diskutant";"-1"
"@8";"Regula Rytz";"Co-Präsidentin Grüne";"Ja";"Zuschauer";"aussen"
"@9";"Tiana Angelina Moser";"Fraktionschefin GLP";"Ja";"Zuschauer";"aussen"
"@10";"Martin Landolt";"Präsident BDP";"Ja";"Zuschauer";"aussen"
"@11";"Lukas Reimann";"Vorstand Auns";"Ja";"Zuschauer";"aussen"
"@12";"Christa Tobler";"Rechtsprofessorin";"Ja";"Experte";"aussen"
"@13";"Valentin Vogt";"Präsident Arbeitgeberverband";"Ja";"Zuschauer";"aussen"
"@14";"Martin Flügel";"Präsident Travail Suisse";"Ja";"Zuschauer";"aussen"
"@15";"Martin Janssen";"Bankenprofessor";"Ja";"Zuschauer";"aussen"
"@16";"Richard Jones";"EU-Botschafter";"Nein";"-";"Video"
