"Trenner";"Person";"Funktion";"vorOrt";"Rolle";"Link"
"@1";"Moderation";"Hauptmoderator der Sendung";"Ja";"Moderator";"https://www.srf.ch/sendungen/arena/abstimmungs-arena-initiative-gruene-wirtschaft"
"@2";"Off-Stimme";"Stimme zu Einspielern/Beiträgen etc.";"-";"-";"-"
"@3";"Anderes";"Nicht gesprochene Annotationen";"-";"-";"-"
"@4";"Doris Leuthard";"Bundesrätin";"Ja";"Diskutant";"-"
"@5";"Bastien Girod";"Nationalrat Grüne/ZH";"Ja";"Diskutant";"-"
"@6";"Christian Wasserfallen";"Nationalrat FDP/BE";"Ja";"Diskutant";"-"
"@7";"Corrado Pardini";"Nationalrat SP/BE";"Ja";"Diskutant";"-"
"@8";"Franziska Barmettler";"Co-Geschäftsführerin swisscleantech";"Ja";"Experte";"-"
"@9";"Andreas Züllig";"Economiesuisse";"Ja";"Experte";"-"
"@10";"Jürg Grossen";"Nationalrat GLP/BE";"Ja";"Zuschauer";"-"
"@11";"Hans Grunder";"Nationalrat BDP/BE";"Ja";"Zuschauer";"-"
