"Trenner";"Person";"Funktion";"vorOrt";"Rolle";"Link"
"@1";"Moderation";"Hauptmoderator der Sendung";"Ja";"Moderator";"https://www.srf.ch/sendungen/arena/abstimmungs-arena-strassen-fonds-naf"
"@2";"Off-Stimme";"Stimme zu Einspielern/Beiträgen etc.";"-";"-";"-"
"@3";"Anderes";"Nicht gesprochene Annotationen";"-";"-";"-"
"@4";"Doris Leuthard";"Bundespräsidentin";"Ja";"Diskutant";"-"
"@5";"Edith Graf-Litscher";"Nationalrätin SP";"Ja";"Diskutant";"-"
"@6";"Thierry Burkart";"Nationalrat FDP";"Ja";"Diskutant";"-"
"@7";"Balthasar Glättli";"Nationalrat Grüne";"Ja";"Diskutant";"-"
"@8";"Gülsha Adilji";"Moderatorin";"Ja";"Experte";"-"
"@9";"Bendrit Bajra";"Komiker";"Ja";"Experte";"-"
"@10";"Matthias Müller";"VCS";"Ja";"Zuschauer";"-"
"@11";"Corine Mauch";"Stadtpräsidentin Zürich";"Ja";"Zuschauer";"-"
"@12";"Renate Amstutz";"Direktorin Schweizerischer Städteverband";"Ja";"Zuschauer";"-"
