"Trenner";"Person";"Funktion";"vorOrt";"Rolle";"Link"
"@1";"Moderation";"Hauptmoderator der Sendung";"Ja";"Moderator";"https://www.srf.ch/sendungen/arena/wahl-arena-wirtschaft"
"@2";"Off-Stimme";"Stimme zu Einspielern/Beiträgen etc.";"-";"-";"-"
"@3";"Anderes";"Nicht gesprochene Annotationen";"-";"-";"-"
"@4";"Sylvia Flückiger-Bäni";"Nationalrätin SVP/AG";"Ja";"Diskutant";"-2"
"@5";"Pirmin Bischof";"Nationalrat CVP/SO";"Ja";"Diskutant";"+1"
"@6";"Ruedi Noser";"Nationalrat FDP Liberale/ZH";"Ja";"Diskutant";"-1"
"@7";"Corrado Pardini";"Nationalrat SP/BE";"Ja";"Diskutant";"+2"
"@8";"Martin Bäumle";"Präsident GLP";"Ja";"Zuschauer";"aussen"
"@9";"Rosmarie Quadranti";"Fraktionschefin BDP";"Ja";"Zuschauer";"aussen"
"@10";"Louis Schelbert";"Nationalrat Grüne/LU";"Ja";"Zuschauer";"aussen"
"@11";"Sven Furrer";"Komiker ""Edelmais""";"Nein";"Video";"aussen"
"@12";"Bruno Schnidrig";"Arbeitsloser";"Ja";"Zuschauer";"aussen"
"@13";"Kurt Locher";"Unternehmer";"Ja";"Zuschauer";"aussen"
"@14";"Frau Poopilapillai";"Studentin";"Ja";"Zuschauer";"aussen"
"@15";"Herr Studer";"Musiker";"Ja";"Zuschauer";"aussen"
