"Trenner";"Person";"Funktion";"vorOrt";"Rolle";"Link"
"@1";"Moderation";"Hauptmoderator der Sendung";"Ja";"Moderator";"https://www.srf.ch/sendungen/arena/abstimmungs-arena-atomausstiegs-initiative"
"@2";"Off-Stimme";"Stimme zu Einspielern/Beiträgen etc.";"-";"-";"-"
"@3";"Anderes";"Nicht gesprochene Annotationen";"-";"-";"-"
"@4";"Doris Leuthard";"Bundesrätin";"Ja";"Diskutant";"-"
"@5";"Regula Rytz";"Präsidentin Grüne";"Ja";"Diskutant";"-"
"@6";"Christian Imark";"Nationalrat SVP/SO";"Ja";"Diskutant";"-"
"@7";"Beat Jans";"Nationalrat SP/BS";"Ja";"Diskutant";"-"
"@8";"Werner Luginbühl";"Ständerat BDP/BE";"Ja";"Diskutant";"-"
"@9";"Martin Bäumle";"Präsident GLP";"Ja";"Diskutant";"-"
"@10";"Michael Frank";"Verband Schweizerischer Elektrizitätsunternehmen";"Ja";"Diskutant";"-"
"@11";"Kaspar Schuler";"Geschäftsleiter Allianz Atomausstieg";"Ja";"Diskutant";"-"
