"Trenner";"Person";"Funktion";"vorOrt";"Rolle";"Link"
"@1";"Moderation";"Hauptmoderator der Sendung";"Ja";"Moderator";"https://www.srf.ch/sendungen/arena/wahlkampf-um-bilaterale"
"@2";"Off-Stimme";"Stimme zu Einspielern/Beiträgen etc.";"-";"-";"-"
"@3";"Anderes";"Nicht gesprochene Annotationen";"-";"-";"-"
"@4";"Barbara Gysi";"Vize-Präsidentin SP";"Ja";"Diskutant";"+2"
"@5";"Felix Gutzwiller";"Ständerat FDP Liberale/ZH";"Ja";"Diskutant";"-2"
"@6";"Gerhard Pfister";"Nationalrat CVP/ZG";"Ja";"Diskutant";"+1"
"@7";"Lukas Reimann";"Nationalrat SVP/SG";"Ja";"Diskutant";"-1"
"@8";"Henri Gétaz";"Direktion für europäische Angelegenheiten";"Ja";"Zuschauer";"aussen"
"@9";"Thomas Cottier";"Professor Universität Bern";"Ja";"Zuschauer";"aussen"
"@10";"Claude Longchamp";"Politologe gfs.bern";"Ja";"Experte";"aussen"
"@11";"Bastien Girod";"Vizepräsident Grüne";"Ja";"Zuschauer";"aussen"
"@12";"Tiana Angelina Moser";"Fraktionschefin GLP";"Ja";"Zuschauer";"aussen"
"@13";"Hans Grunder";"Nationalrat BDP/BE";"Ja";"Zuschauer";"aussen"
